City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Kamwenge,UG,0.1866,30.4539,61.38,66,10,0.47,clear sky
452,Wasilla,US,61.5814,-149.4394,28.76,87,90,3.44,light snow
453,Suslovo,RU,56.2167,88.1167,0.32,94,72,3.98,broken clouds
454,Inirida,CO,3.8653,-67.9239,78.19,81,85,1.7,overcast clouds
455,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,85,43,12.24,scattered clouds
456,Boa Vista,BR,2.8197,-60.6733,84.18,61,75,5.75,broken clouds
457,Blois,FR,47.5833,1.3333,50.38,80,94,17.49,overcast clouds
458,Ormstown,CA,45.1334,-73.9992,24.01,86,100,4.99,overcast clouds
459,Otavi,NA,-19.65,17.3333,65.14,82,100,3.67,overcast clouds
460,Avera,US,33.194,-82.5271,46.71,53,100,6.8,overcast clouds
461,Sao Filipe,CV,14.8961,-24.4956,72.79,76,5,5.7,clear sky
462,Garissa,KE,-0.4536,39.6401,77.81,66,100,9.6,overcast clouds
463,Luancheng,CN,37.8792,114.6517,23.16,41,100,0.31,overcast clouds
464,Skjervoy,NO,70.0311,20.9714,28.02,63,92,14.05,overcast clouds
465,Korla,CN,41.7597,86.1469,22.01,50,58,4.27,broken clouds
466,Medea,DZ,36.2642,2.7539,32.45,92,3,1.39,clear sky
467,Merke,KZ,42.8728,73.1786,33.13,98,100,0.89,light snow
468,Vestmannaeyjar,IS,63.4427,-20.2734,36.54,73,100,39.17,heavy intensity rain
469,Kasongo-Lunda,CD,-6.4667,16.8167,69.67,97,100,0.92,overcast clouds
470,Kokkola,FI,63.8385,23.1307,30.92,92,75,4.0,broken clouds
471,Tungor,RU,53.3808,142.9564,3.09,94,100,23.51,snow
472,Lumberton,US,34.6182,-79.0086,48.06,59,57,7.29,broken clouds
473,Rincon,US,32.296,-81.2354,44.85,88,100,12.66,overcast clouds
474,Shieli,KZ,44.1667,66.75,29.46,90,95,11.83,overcast clouds
475,Vestmanna,FO,62.1564,-7.1664,32.92,55,75,20.71,broken clouds
476,Maues,BR,-3.3836,-57.7186,74.37,98,100,2.77,overcast clouds
477,Hualmay,PE,-11.0964,-77.6139,70.43,80,100,7.56,overcast clouds
478,Freeport,US,40.6576,-73.5832,30.25,74,0,1.99,clear sky
479,Padang,ID,-0.9492,100.3543,71.65,81,100,2.04,overcast clouds
480,Quelimane,MZ,-17.8786,36.8883,72.82,97,100,5.59,moderate rain
481,Benghazi,LY,32.1167,20.0667,59.52,68,92,5.64,overcast clouds
482,Rosendal,NO,59.9867,6.0135,39.52,84,100,14.99,light rain
483,Corrales,US,35.2378,-106.6067,41.68,51,75,1.99,broken clouds
484,Phayao,TH,19.25,100.25,64.18,93,19,1.03,few clouds
485,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,64,75,20.13,broken clouds
486,Kloulklubed,PW,7.0419,134.2556,82.9,80,73,23.11,broken clouds
487,Flin Flon,CA,54.7682,-101.865,-0.56,71,100,9.22,overcast clouds
488,Waipawa,NZ,-41.4122,175.5153,60.93,79,100,11.16,overcast clouds
489,Porto Belo,BR,-27.1578,-48.5531,78.75,83,58,10.11,broken clouds
490,Torbay,CA,47.6666,-52.7314,12.76,75,20,17.27,few clouds
491,Bulgan,MN,48.8125,103.5347,-2.33,82,9,3.58,clear sky
492,Chimore,BO,-16.9833,-65.1333,69.69,98,100,2.06,overcast clouds
493,Yima,CN,34.7381,111.8839,31.57,43,100,5.37,light snow
494,Makarov,RU,48.6333,142.8,12.92,78,38,4.72,scattered clouds
495,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.0,87,2,23.11,clear sky
496,Necochea,AR,-38.5473,-58.7368,61.03,74,5,14.03,clear sky
497,Atasu,KZ,48.6814,71.6433,23.31,96,100,14.74,light snow
498,Hamilton,US,39.1834,-84.5333,33.19,78,1,0.0,light snow
499,Farafangana,MG,-22.8167,47.8333,78.28,92,100,12.15,overcast clouds
500,Karasuk,RU,53.7377,78.0403,-2.2,92,68,6.46,broken clouds
501,Bedford,GB,52.1346,-0.4663,42.85,75,6,17.98,clear sky
502,Neuquen,AR,-38.9516,-68.0591,78.69,31,0,5.75,clear sky
503,Biggar,GB,55.6167,-3.5167,36.99,83,76,6.51,broken clouds
504,Soe,ID,-9.8607,124.284,78.19,65,21,0.51,few clouds
505,Sterling,US,39.0062,-77.4286,33.13,50,0,7.0,clear sky
506,Cape Coast,GH,5.1053,-1.2466,79.45,86,100,8.19,overcast clouds
507,Brownsville,US,25.9018,-97.4975,62.71,75,90,1.01,smoke
508,Dothan,US,31.2232,-85.3905,53.8,66,90,9.22,overcast clouds
509,Rantepao,ID,-2.9701,119.8978,74.79,87,100,1.21,overcast clouds
510,Esperance,AU,-33.8667,121.9,67.84,53,8,27.09,clear sky
511,Zavetnoye,RU,47.1194,43.8903,30.31,92,100,11.74,overcast clouds
512,Mandalgovi,MN,45.7625,106.2708,3.18,70,8,4.03,clear sky
513,Urumqi,CN,43.801,87.6005,7.75,67,1,6.71,clear sky
514,Skibotn,NO,69.3913,20.2679,28.49,89,100,14.27,overcast clouds
515,Narsaq,GL,60.9167,-46.05,8.82,85,100,1.59,overcast clouds
516,Limoges,FR,45.75,1.3333,47.01,100,90,13.8,heavy intensity drizzle
517,Seoul,KR,37.5683,126.9778,26.04,66,0,3.44,clear sky
518,Kutum,SD,14.2,24.6667,48.97,28,25,8.88,scattered clouds
519,Rabo De Peixe,PT,37.8,-25.5833,59.27,93,75,8.05,broken clouds
520,Salym,RU,60.0625,71.4789,5.18,97,99,6.76,overcast clouds
521,Corozal,CO,9.3151,-75.2928,76.37,77,0,11.16,clear sky
522,Torit,SS,4.4133,32.5678,74.91,28,100,1.97,overcast clouds
523,Half Moon Bay,US,37.4636,-122.4286,70.45,54,1,1.99,clear sky
524,Chilca,PE,-12.5211,-76.7372,71.76,84,100,6.29,overcast clouds
525,Verkhnetulomskiy,RU,68.6073,31.7962,6.93,98,49,3.8,scattered clouds
526,Lumphat,KH,13.4878,106.9816,76.19,64,99,7.27,overcast clouds
527,Olafsvik,IS,64.8945,-23.7142,30.47,64,100,26.87,snow
528,Nisia Floresta,BR,-6.0911,-35.2086,81.41,77,0,6.17,clear sky
529,Iwanai,JP,42.9744,140.5089,28.26,71,100,9.33,light snow
530,Guadalupe Y Calvo,MX,26.1,-106.9667,38.41,48,0,3.67,clear sky
531,Havoysund,NO,70.9963,24.6622,25.68,78,41,16.6,scattered clouds
532,Bull Savanna,JM,17.8868,-77.5902,71.53,72,1,4.79,clear sky
533,Riohacha,CO,11.5444,-72.9072,78.91,83,0,13.8,clear sky
534,Kirakira,SB,-10.4544,161.9205,85.23,75,100,11.7,overcast clouds
535,Pangoa,PE,-12.1167,-73.0,69.98,92,100,1.77,overcast clouds
536,Katherine,AU,-14.4667,132.2667,82.72,78,75,6.91,broken clouds
537,Nalut,LY,30.3333,10.85,54.95,23,100,11.25,overcast clouds
538,Zyryanka,RU,65.75,150.85,-30.46,97,30,4.59,scattered clouds
539,Ambovombe,MG,-25.1667,46.0833,75.06,94,100,12.88,light rain
540,Bintulu,MY,3.1667,113.0333,77.41,94,20,5.01,few clouds
541,Darhan,MN,49.4867,105.9228,-5.12,92,19,4.99,few clouds
542,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,73.65,95,96,3.4,overcast clouds
543,Gorom-Gorom,BF,14.4439,-0.2361,66.83,13,0,9.89,clear sky
544,Aksu,CN,41.1231,80.2644,19.76,48,100,0.96,overcast clouds
545,Mount Gambier,AU,-37.8333,140.7667,82.31,28,0,14.97,clear sky
546,Bulawayo,ZW,-20.15,28.5833,59.31,89,12,12.24,few clouds
547,Rajula,IN,21.05,71.4333,62.82,74,5,7.56,clear sky
548,Kawalu,ID,-7.3817,108.2082,77.0,83,100,3.0,overcast clouds
549,Grand-Lahou,CI,5.1367,-5.0242,78.73,86,29,6.49,scattered clouds
550,Araouane,ML,18.9048,-3.5265,64.02,12,0,8.68,clear sky
551,Plavsk,RU,53.7094,37.2919,25.77,95,100,10.67,overcast clouds
552,Humberto De Campos,BR,-2.5983,-43.4611,75.7,94,50,4.94,scattered clouds
553,Lewiston,US,44.1003,-70.2148,25.41,83,75,0.0,broken clouds
554,Palana,RU,59.1167,159.9667,14.11,74,81,9.1,broken clouds
555,Hanzhong,CN,33.0728,107.0303,31.95,77,87,2.08,overcast clouds
556,Sol-Iletsk,RU,51.1631,54.9918,16.03,96,100,7.63,light snow
557,Ushtobe,KZ,45.2514,77.9838,31.28,99,100,11.05,snow
558,Varhaug,NO,58.6147,5.6457,38.89,66,11,32.55,light rain
559,Shu,KZ,43.5983,73.7614,35.11,78,100,7.58,overcast clouds
560,Princeville,CA,45.7668,-61.2985,16.92,86,100,5.75,overcast clouds
561,Mutsu,JP,41.2894,141.2169,28.42,100,75,11.5,broken clouds
562,Novi Knezevac,RS,46.05,20.1,44.2,77,100,14.58,overcast clouds
563,Boundiali,CI,9.5217,-6.4869,72.63,17,3,1.05,clear sky
564,Cockburn Town,TC,21.4612,-71.1419,75.16,57,20,9.22,few clouds
565,Isangel,VU,-19.55,169.2667,80.71,94,100,13.8,overcast clouds
566,Palauig,PH,15.435,119.9045,80.94,65,28,1.77,scattered clouds
567,Ilebo,CD,-4.3167,20.5833,71.64,92,100,1.25,overcast clouds
568,Kokstad,ZA,-30.5472,29.4241,55.44,90,5,4.52,clear sky
569,Vanderhoof,CA,54.0166,-124.0198,30.09,98,100,1.48,overcast clouds
570,Kendari,ID,-3.945,122.4989,84.04,71,96,9.15,overcast clouds
571,Balkanabat,TM,39.5108,54.3671,38.37,62,100,5.3,overcast clouds
572,Nuevo Laredo,MX,27.4763,-99.5164,66.43,34,40,0.0,scattered clouds
573,Diamantino,BR,-14.4086,-56.4461,74.14,96,100,3.69,overcast clouds
574,Tucuma,BR,-0.1833,-50.05,74.7,95,100,4.32,overcast clouds
575,Souillac,MU,-20.5167,57.5167,79.18,83,40,8.05,scattered clouds
576,The Valley,AI,18.217,-63.0578,77.09,72,98,22.95,overcast clouds
577,Pirovskoye,RU,57.6267,92.2658,9.82,93,100,5.82,overcast clouds
578,Kirkwall,GB,58.9848,-2.9587,39.25,70,75,17.27,broken clouds
579,Castlebar,IE,53.85,-9.3,46.58,84,100,4.72,overcast clouds
580,Maldonado,UY,-34.6667,-54.9167,66.22,86,96,16.96,overcast clouds
581,Krasnoselkup,RU,65.7,82.4667,-21.48,100,53,7.58,broken clouds
582,Guntakal,IN,15.1667,77.3833,67.6,86,94,6.87,overcast clouds
583,Salalah,OM,17.0151,54.0924,75.29,27,0,14.97,clear sky
584,Liling,CN,27.6667,113.5,33.69,99,100,5.06,light snow
585,Svetlyy,RU,54.675,20.1347,35.65,96,100,18.9,overcast clouds
586,Bilma,NE,18.6853,12.9164,58.82,17,0,8.46,clear sky
587,Awjilah,LY,29.1081,21.2869,56.75,31,0,6.11,clear sky
588,Mucurapo,TT,10.6667,-61.5333,79.25,79,83,8.86,broken clouds
589,Timbiqui,CO,2.7717,-77.6654,74.34,94,88,4.21,light rain
590,Provideniya,RU,64.3833,-173.3,1.51,66,0,6.71,clear sky
591,Hobyo,SO,5.3505,48.5268,75.65,70,100,17.78,overcast clouds
592,Svetlaya,RU,46.5389,138.3297,12.87,57,6,4.79,clear sky
593,Brandon,US,27.9378,-82.2859,62.6,93,90,1.01,overcast clouds
594,Puerto Colombia,CO,10.9878,-74.9547,78.89,82,0,24.79,clear sky
595,Mago,RU,53.2514,140.1822,3.7,82,100,5.57,overcast clouds
596,Vila Velha,BR,-20.3297,-40.2925,80.55,87,75,5.99,broken clouds
597,Ishinomaki,JP,38.4167,141.3,33.8,55,78,20.71,broken clouds
598,Farrukhnagar,IN,17.0778,78.2011,64.11,87,100,6.49,overcast clouds
599,Emerald,AU,-23.5333,148.1667,80.74,47,0,11.5,clear sky
600,Inuvik,CA,68.3499,-133.7218,-22.94,76,100,9.22,light snow
601,Hofn,IS,64.2539,-15.2082,29.57,65,100,9.93,overcast clouds
602,Price,US,39.5994,-110.8107,42.06,30,0,8.05,clear sky
603,Chazuta,PE,-6.5742,-76.1367,83.25,97,100,0.63,overcast clouds
604,Tateyama,JP,34.9833,139.8667,43.14,42,25,8.55,scattered clouds
605,Ulaangom,MN,49.9811,92.0667,-27.6,95,94,3.09,overcast clouds
606,Northam,GB,51.0333,-4.2167,46.62,76,11,15.3,few clouds
607,Kieta,PG,-6.2167,155.6333,86.58,68,100,9.46,overcast clouds
608,Suntar,RU,62.1444,117.6319,-0.29,98,100,3.38,overcast clouds
609,Labuhan,ID,-6.8844,112.2051,80.69,83,100,7.94,overcast clouds
610,Shakawe,BW,-18.3667,21.85,64.58,87,17,4.23,few clouds
611,Jiwani,PK,25.05,61.7417,70.43,68,0,7.49,clear sky
612,Ayan,RU,56.45,138.1667,1.67,65,90,7.52,overcast clouds
613,Mastic Beach,US,40.7668,-72.8521,29.12,78,0,1.99,clear sky
614,Ligayan,PH,4.6533,119.4706,81.5,74,100,8.9,overcast clouds
615,Caravelas,BR,-17.7125,-39.2481,77.04,84,48,5.99,scattered clouds
616,Homa Bay,KE,-0.5273,34.4571,69.48,73,42,4.29,scattered clouds
617,Tabuk,PH,17.4189,121.4443,70.65,93,100,1.39,overcast clouds
618,Gornopravdinsk,RU,60.05,69.9,9.84,94,100,8.99,overcast clouds
619,Darnah,LY,32.767,22.6367,57.29,49,96,5.03,overcast clouds
620,Neiafu,TO,-18.65,-173.9833,74.08,88,100,11.5,light intensity shower rain
621,Sanchor,IN,24.7553,71.7722,58.12,85,0,4.25,clear sky
622,Xique-Xique,BR,-10.8218,-42.7263,79.16,69,100,3.22,overcast clouds
623,Myitkyina,MM,25.3833,97.4,51.28,83,3,2.44,clear sky
624,Sorland,NO,67.667,12.6934,36.0,63,100,7.76,overcast clouds
625,Inhambane,MZ,-23.865,35.3833,76.12,84,69,14.07,light rain
626,Tallahassee,US,30.4383,-84.2807,51.62,85,100,1.99,overcast clouds
627,Dakar,SN,14.6937,-17.4441,70.68,94,0,6.91,clear sky
628,Tubuala,PA,9.5167,-79.0333,82.51,75,0,10.45,clear sky
629,Thinadhoo,MV,0.5333,72.9333,82.29,63,100,11.92,overcast clouds
630,Kolondieba,ML,11.0882,-6.8926,72.99,13,0,5.46,clear sky
631,Nador,MA,35.174,-2.9287,57.45,82,40,6.91,scattered clouds
632,Sangueya,GN,10.7,-14.3667,70.65,86,5,1.57,clear sky
633,Muscat,OM,23.6139,58.5922,66.22,59,0,13.24,clear sky
634,Vao,NC,-22.6667,167.4833,80.87,82,33,7.11,scattered clouds
635,Moncton,CA,46.1159,-64.8019,7.29,72,75,8.05,broken clouds
636,Surt,LY,31.2089,16.5887,58.82,48,97,5.66,overcast clouds
637,Grand-Santi,GF,4.25,-54.3833,72.52,99,100,2.26,overcast clouds
638,Lyuban,BY,52.7985,28.0048,33.04,98,100,15.41,overcast clouds
639,Laiwu,CN,36.1928,117.6569,34.63,31,100,1.54,overcast clouds
640,Bestobe,KZ,52.4994,73.0975,-3.53,82,6,4.09,clear sky
641,Paamiut,GL,61.994,-49.6678,8.78,69,100,31.09,overcast clouds
642,Sungairaya,ID,0.7,108.9,77.79,91,98,6.31,overcast clouds
643,Mayskiy,RU,47.6931,40.1025,31.41,90,100,6.78,overcast clouds
644,Sivaki,RU,52.6333,126.75,-2.7,86,15,0.89,few clouds
645,Roanoke Rapids,US,36.4615,-77.6542,37.2,75,100,3.44,overcast clouds
646,Miri,MY,4.4148,114.0089,77.14,100,40,2.3,scattered clouds
647,Deputatskiy,RU,69.3,139.9,-34.94,97,96,5.1,overcast clouds
648,Port Hardy,CA,50.6996,-127.4199,48.76,81,90,20.71,overcast clouds
649,Kopong,BW,-24.4833,25.8833,68.23,73,0,6.91,clear sky
650,Zhigansk,RU,66.7697,123.3711,-33.18,100,92,4.14,overcast clouds
651,Arvika,SE,59.6553,12.5852,29.01,87,100,3.38,overcast clouds
652,Luanda,AO,-8.8368,13.2343,73.81,87,100,5.12,overcast clouds
653,Anchorage,US,61.2181,-149.9003,29.68,87,90,4.0,snow
654,Bowen,AU,-20.0167,148.2333,80.82,56,70,17.47,broken clouds
655,Lac Du Bonnet,CA,50.2536,-96.0612,-10.82,100,74,2.82,broken clouds
656,Mattru,SL,7.6244,-11.8332,73.76,96,100,2.04,overcast clouds
657,Hegang,CN,47.4,130.3667,6.35,78,87,5.01,overcast clouds
658,Nuuk,GL,64.1835,-51.7216,9.21,56,75,13.8,broken clouds
659,Puerto Rondon,CO,6.2805,-71.1,80.65,55,27,5.59,scattered clouds
660,Yining,CN,29.0361,114.5636,35.62,100,100,2.28,light rain
661,Razdolnoye,RU,43.55,131.9167,-5.39,65,9,5.44,clear sky
662,Manzhouli,CN,49.6,117.4333,3.78,96,48,7.63,scattered clouds
663,Dyersburg,US,36.0345,-89.3856,37.53,69,0,0.0,clear sky
664,Ivolginsk,RU,51.7492,107.2837,-0.4,85,66,2.24,broken clouds
665,Mildura,AU,-34.2,142.15,83.07,36,6,11.5,clear sky
666,Takaungu,KE,-3.6837,39.8566,75.81,91,100,3.31,overcast clouds
667,Krasnoarmeyskiy,RU,47.0114,42.2072,31.12,94,100,9.51,overcast clouds
668,Maryborough,AU,-25.5333,152.7,72.1,78,92,9.93,light rain
669,Salinopolis,BR,-0.6136,-47.3561,77.63,89,100,8.19,overcast clouds
670,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,94,75,18.25,broken clouds
671,Yar-Sale,RU,66.8333,70.8333,-9.26,99,68,8.99,broken clouds
672,Whitley Bay,GB,55.0397,-1.4471,37.31,77,0,16.11,clear sky
673,Bobcaygeon,CA,44.5462,-78.542,29.88,86,100,9.84,overcast clouds
674,Billings,US,45.7833,-108.5007,46.17,33,75,8.05,broken clouds
675,Shanting,CN,35.0753,117.4578,35.01,33,100,3.56,overcast clouds
